measured log solubility in mols per litre,smiles,mol_id
-3.46,O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,Piperine
-2.54,CC/C=C\C,cis-2-Pentene
-1.62,CNC(=O)ON=C(CSC)C(C)(C)C ,thiofanox
-2.982,O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,Cyclooctyl-5-spirobarbituric acid
-4.24,c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,butacarb
-3.62,Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,Eriodictyol
-3.12,O=C(c1ccccc1)c2ccccc2,Benzophenone
-8.172,CCCCCCCCCCCCCCCCCCCC,Eicosane
-2.92,N(Nc1ccccc1)c2ccccc2 ,hydrazobenzene
-1.17,CCC(CC)CO,2-Ethyl-1-butanol
1.02,Oc1ccncc1,4-hydroxypyridine
-1.3,Cl\C=C/Cl,"cis 1,2-Dichloroethylene"
-3.3,CC1CCCC1,Methylcyclopentane
-0.8,CC(C)CC(C)O,4-Methyl-2-pentanol
-3.928,O2c1ccc(N)cc1N(C)C(=O)c3cc(C)ccc23 ,RTI 11
-0.4,CC(C)(C)CO,"2,2-Dimethylpropanol"
-3.61,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,Triadimefon
-2.461,Cc1cc(no1)C(=O)NNCc2ccccc2,Isocarboxazid
-1.08,CC=C,Propylene
-3.953,Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,Dichlorophen
-4.632,CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,Desmedipham
-5.19,O=C1c2ccccc2C(=O)c3ccccc13,Anthraquinone
-2.09,CCCCCCC(C)O,2-Octanol
-2.281,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,Oxycarboxin
-4.06,CCCCc1ccccc1,Butylbenzene
-0.4,O=C1NC(=O)C(=O)N1 ,parabanic acid
-6.237,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,Abate
-3.451,NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,Chlorthalidone
-1.21,CC(C)COC(=O)C,Isobutyl acetate
-4.36,CC(C)C(C)(C)C,"2,2,3-Trimethylbutane"
-7.66,Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl ,"2,3,3',4,4'6-PCB"
-2.38,N#Cc1ccccc1C#N,Phthalonitrile
-2.44,Cc1cccc(c1)N(=O)=O,m-Nitrotoluene
-1.71,FC(F)(F)C(Cl)Br ,halothane
0.106,CNC(=O)ON=C(SC)C(=O)N(C)C,Oxamyl
-3.091,CCSCCSP(=S)(OC)OC,Thiometon
-3.18,CCC(C)C,2-Methylbutane
-4.522,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,Stirofos
